,column_code,dataset_name,column_name,business_entity_code
285,motor-vehicle-registrations-dashboard-data.Truck,motor-vehicle-registrations-dashboard-data,Truck,Roadways-And-Bridges.Greenhouse-Gases.truckSizeAndWeight
286,motor-vehicle-registrations-dashboard-data.Motorcycle,motor-vehicle-registrations-dashboard-data,Motorcycle,Roadways-And-Bridges.Transportation-Demand
287,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october.Year,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Year,
288,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october.Month,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Month,
289,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october.New,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,New,
290,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october.Used,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Used,
291,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october.Total Sales New,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Total Sales New,
292,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october.Total Sales Used,mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,Total Sales Used,
293,mta-subway-stations-and-complexes.Complex ID,mta-subway-stations-and-complexes,Complex ID,Transportation.Public-Transportation.Mass-Transit.Schedule
294,mta-subway-stations-and-complexes.Is Complex,mta-subway-stations-and-complexes,Is Complex,Transportation.Public-Transportation.Mass-Transit.Schedule
295,mta-subway-stations-and-complexes.Number Of Stations In Complex,mta-subway-stations-and-complexes,Number Of Stations In Complex,Transportation.Public-Transportation.Mass-Transit.Schedule
296,mta-subway-stations-and-complexes.Stop Name,mta-subway-stations-and-complexes,Stop Name,Transportation.Public-Transportation.Mass-Transit.Schedule
297,mta-subway-stations-and-complexes.Display Name,mta-subway-stations-and-complexes,Display Name,Transportation.Public-Transportation.Mass-Transit.Schedule
298,mta-subway-stations-and-complexes.Constituent Station Names,mta-subway-stations-and-complexes,Constituent Station Names,Transportation.Public-Transportation.Mass-Transit.Schedule
299,mta-subway-stations-and-complexes.Station IDs,mta-subway-stations-and-complexes,Station IDs,Transportation.Public-Transportation.Mass-Transit.Schedule
300,mta-subway-stations-and-complexes.GTFS Stop IDs,mta-subway-stations-and-complexes,GTFS Stop IDs,Transportation.Public-Transportation.Mass-Transit.Schedule
301,mta-subway-stations-and-complexes.Borough,mta-subway-stations-and-complexes,Borough,Transportation.Jurisdiction
302,mta-subway-stations-and-complexes.Daytime Routes,mta-subway-stations-and-complexes,Daytime Routes,Transportation.Public-Transportation.Mass-Transit.Routes
303,mta-subway-stations-and-complexes.Structure Type,mta-subway-stations-and-complexes,Structure Type,Transportation.Public-Transportation.Mass-Transit.Schedule
304,mta-subway-stations-and-complexes.Latitude,mta-subway-stations-and-complexes,Latitude,Transportation.Personal-Transportation.Location
305,mta-subway-stations-and-complexes.Longitude,mta-subway-stations-and-complexes,Longitude,Transportation.Personal-Transportation.Location
306,mta-subway-stations-and-complexes.ADA,mta-subway-stations-and-complexes,ADA,Transportation.Waiting-Time.Delay
307,mta-subway-stations-and-complexes.ADA Notes,mta-subway-stations-and-complexes,ADA Notes,Transportation.Waiting-Time.Delay
308,national-forest-system-trails-feature-layer-f51e8.TRAIL_NO,national-forest-system-trails-feature-layer-f51e8,TRAIL_NO,
309,national-forest-system-trails-feature-layer-f51e8.TRAIL_NAME,national-forest-system-trails-feature-layer-f51e8,TRAIL_NAME,
310,national-forest-system-trails-feature-layer-f51e8.TRAIL_TYPE,national-forest-system-trails-feature-layer-f51e8,TRAIL_TYPE,
311,national-forest-system-trails-feature-layer-f51e8.TRAIL_CN,national-forest-system-trails-feature-layer-f51e8,TRAIL_CN,
312,national-forest-system-trails-feature-layer-f51e8.BMP,national-forest-system-trails-feature-layer-f51e8,BMP,
313,national-forest-system-trails-feature-layer-f51e8.EMP,national-forest-system-trails-feature-layer-f51e8,EMP,
314,national-forest-system-trails-feature-layer-f51e8.SEGMENT_LENGTH,national-forest-system-trails-feature-layer-f51e8,SEGMENT_LENGTH,
315,national-forest-system-trails-feature-layer-f51e8.ADMIN_ORG,national-forest-system-trails-feature-layer-f51e8,ADMIN_ORG,
316,national-forest-system-trails-feature-layer-f51e8.MANAGING_ORG,national-forest-system-trails-feature-layer-f51e8,MANAGING_ORG,
317,national-forest-system-trails-feature-layer-f51e8.SECURITY_ID,national-forest-system-trails-feature-layer-f51e8,SECURITY_ID,
318,national-forest-system-trails-feature-layer-f51e8.ATTRIBUTESUBSET,national-forest-system-trails-feature-layer-f51e8,ATTRIBUTESUBSET,
319,national-forest-system-trails-feature-layer-f51e8.NATIONAL_TRAIL_DESIGNATION,national-forest-system-trails-feature-layer-f51e8,NATIONAL_TRAIL_DESIGNATION,
320,national-forest-system-trails-feature-layer-f51e8.TRAIL_CLASS,national-forest-system-trails-feature-layer-f51e8,TRAIL_CLASS,
321,national-forest-system-trails-feature-layer-f51e8.TERRA_BASE_SYMBOLOGY,national-forest-system-trails-feature-layer-f51e8,TERRA_BASE_SYMBOLOGY,
322,national-forest-system-trails-feature-layer-f51e8.ACCESSIBILITY_STATUS,national-forest-system-trails-feature-layer-f51e8,ACCESSIBILITY_STATUS,
323,national-forest-system-trails-feature-layer-f51e8.TRAIL_SURFACE,national-forest-system-trails-feature-layer-f51e8,TRAIL_SURFACE,
324,national-forest-system-trails-feature-layer-f51e8.SURFACE_FIRMNESS,national-forest-system-trails-feature-layer-f51e8,SURFACE_FIRMNESS,
325,national-forest-system-trails-feature-layer-f51e8.TYPICAL_TRAIL_GRADE,national-forest-system-trails-feature-layer-f51e8,TYPICAL_TRAIL_GRADE,
326,national-forest-system-trails-feature-layer-f51e8.TYPICAL_TREAD_WIDTH,national-forest-system-trails-feature-layer-f51e8,TYPICAL_TREAD_WIDTH,
327,national-forest-system-trails-feature-layer-f51e8.MINIMUM_TRAIL_WIDTH,national-forest-system-trails-feature-layer-f51e8,MINIMUM_TRAIL_WIDTH,
328,national-forest-system-trails-feature-layer-f51e8.TYPICAL_TREAD_CROSS_SLOPE,national-forest-system-trails-feature-layer-f51e8,TYPICAL_TREAD_CROSS_SLOPE,
329,national-forest-system-trails-feature-layer-f51e8.SPECIAL_MGMT_AREA,national-forest-system-trails-feature-layer-f51e8,SPECIAL_MGMT_AREA,
330,national-forest-system-trails-feature-layer-f51e8.MVUM_SYMBOL,national-forest-system-trails-feature-layer-f51e8,MVUM_SYMBOL,
331,national-forest-system-trails-feature-layer-f51e8.ALLOWED_TERRA_USE,national-forest-system-trails-feature-layer-f51e8,ALLOWED_TERRA_USE,
332,national-forest-system-trails-feature-layer-f51e8.ALLOWED_SNOW_USE,national-forest-system-trails-feature-layer-f51e8,ALLOWED_SNOW_USE,
333,national-forest-system-trails-feature-layer-f51e8.HIKER_PEDESTRIAN_MANAGED,national-forest-system-trails-feature-layer-f51e8,HIKER_PEDESTRIAN_MANAGED,
334,national-forest-system-trails-feature-layer-f51e8.HIKER_PEDESTRIAN_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,HIKER_PEDESTRIAN_ACCPT_DISC,
335,national-forest-system-trails-feature-layer-f51e8.HIKER_PEDESTRIAN_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,HIKER_PEDESTRIAN_RESTRICTED,
336,national-forest-system-trails-feature-layer-f51e8.PACK_SADDLE_MANAGED,national-forest-system-trails-feature-layer-f51e8,PACK_SADDLE_MANAGED,
337,national-forest-system-trails-feature-layer-f51e8.PACK_SADDLE_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,PACK_SADDLE_ACCPT_DISC,
338,national-forest-system-trails-feature-layer-f51e8.PACK_SADDLE_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,PACK_SADDLE_RESTRICTED,
339,national-forest-system-trails-feature-layer-f51e8.BICYCLE_MANAGED,national-forest-system-trails-feature-layer-f51e8,BICYCLE_MANAGED,
340,national-forest-system-trails-feature-layer-f51e8.BICYCLE_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,BICYCLE_ACCPT_DISC,
341,national-forest-system-trails-feature-layer-f51e8.BICYCLE_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,BICYCLE_RESTRICTED,
342,national-forest-system-trails-feature-layer-f51e8.MOTORCYCLE_MANAGED,national-forest-system-trails-feature-layer-f51e8,MOTORCYCLE_MANAGED,
343,national-forest-system-trails-feature-layer-f51e8.MOTORCYCLE_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,MOTORCYCLE_ACCPT_DISC,
344,national-forest-system-trails-feature-layer-f51e8.MOTORCYCLE_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,MOTORCYCLE_RESTRICTED,
345,national-forest-system-trails-feature-layer-f51e8.ATV_MANAGED,national-forest-system-trails-feature-layer-f51e8,ATV_MANAGED,
346,national-forest-system-trails-feature-layer-f51e8.ATV_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,ATV_ACCPT_DISC,
347,national-forest-system-trails-feature-layer-f51e8.ATV_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,ATV_RESTRICTED,
348,national-forest-system-trails-feature-layer-f51e8.FOURWD_MANAGED,national-forest-system-trails-feature-layer-f51e8,FOURWD_MANAGED,
349,national-forest-system-trails-feature-layer-f51e8.FOURWD_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,FOURWD_ACCPT_DISC,
350,national-forest-system-trails-feature-layer-f51e8.FOURWD_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,FOURWD_RESTRICTED,
351,national-forest-system-trails-feature-layer-f51e8.SNOWMOBILE_MANAGED,national-forest-system-trails-feature-layer-f51e8,SNOWMOBILE_MANAGED,
352,national-forest-system-trails-feature-layer-f51e8.SNOWMOBILE_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,SNOWMOBILE_ACCPT_DISC,
353,national-forest-system-trails-feature-layer-f51e8.SNOWMOBILE_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,SNOWMOBILE_RESTRICTED,
354,national-forest-system-trails-feature-layer-f51e8.SNOWSHOE_MANAGED,national-forest-system-trails-feature-layer-f51e8,SNOWSHOE_MANAGED,
355,national-forest-system-trails-feature-layer-f51e8.SNOWSHOE_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,SNOWSHOE_ACCPT_DISC,
356,national-forest-system-trails-feature-layer-f51e8.SNOWSHOE_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,SNOWSHOE_RESTRICTED,
357,national-forest-system-trails-feature-layer-f51e8.XCOUNTRY_SKI_MANAGED,national-forest-system-trails-feature-layer-f51e8,XCOUNTRY_SKI_MANAGED,
358,national-forest-system-trails-feature-layer-f51e8.XCOUNTRY_SKI_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,XCOUNTRY_SKI_ACCPT_DISC,
359,national-forest-system-trails-feature-layer-f51e8.XCOUNTRY_SKI_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,XCOUNTRY_SKI_RESTRICTED,
360,national-forest-system-trails-feature-layer-f51e8.MOTOR_WATERCRAFT_MANAGED,national-forest-system-trails-feature-layer-f51e8,MOTOR_WATERCRAFT_MANAGED,
361,national-forest-system-trails-feature-layer-f51e8.MOTOR_WATERCRAFT_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,MOTOR_WATERCRAFT_ACCPT_DISC,
362,national-forest-system-trails-feature-layer-f51e8.MOTOR_WATERCRAFT_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,MOTOR_WATERCRAFT_RESTRICTED,
363,national-forest-system-trails-feature-layer-f51e8.NONMOTOR_WATERCRAFT_MANAGED,national-forest-system-trails-feature-layer-f51e8,NONMOTOR_WATERCRAFT_MANAGED,
364,national-forest-system-trails-feature-layer-f51e8.NONMOTOR_WATERCRAFT_ACCPT_DISC,national-forest-system-trails-feature-layer-f51e8,NONMOTOR_WATERCRAFT_ACCPT_DISC,
365,national-forest-system-trails-feature-layer-f51e8.NONMOTOR_WATERCRAFT_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,NONMOTOR_WATERCRAFT_RESTRICTED,
366,national-forest-system-trails-feature-layer-f51e8.GIS_MILES,national-forest-system-trails-feature-layer-f51e8,GIS_MILES,
367,national-forest-system-trails-feature-layer-f51e8.SHAPE,national-forest-system-trails-feature-layer-f51e8,SHAPE,
368,national-forest-system-trails-feature-layer-f51e8.TERRA_MOTORIZED,national-forest-system-trails-feature-layer-f51e8,TERRA_MOTORIZED,
369,national-forest-system-trails-feature-layer-f51e8.SNOW_MOTORIZED,national-forest-system-trails-feature-layer-f51e8,SNOW_MOTORIZED,
370,national-forest-system-trails-feature-layer-f51e8.WATER_MOTORIZED,national-forest-system-trails-feature-layer-f51e8,WATER_MOTORIZED,
371,national-forest-system-trails-feature-layer-f51e8.OBJECTID,national-forest-system-trails-feature-layer-f51e8,OBJECTID,
372,national-forest-system-trails-feature-layer-f51e8.GLOBALID,national-forest-system-trails-feature-layer-f51e8,GLOBALID,
373,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS1_MANAGED,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_MANAGED,
374,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS1_ACCPT,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_ACCPT,
375,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS1_DISC,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_DISC,
376,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS1_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS1_RESTRICTED,
377,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS2_MANAGED,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_MANAGED,
378,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS2_ACCPT,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_ACCPT,
379,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS2_DISC,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_DISC,
380,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS2_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS2_RESTRICTED,
381,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS3_MANAGED,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS3_MANAGED,
382,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS3_ACCPT,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS3_ACCPT,
383,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS3_DISC,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS3_DISC,
384,national-forest-system-trails-feature-layer-f51e8.E_BIKE_CLASS3_RESTRICTED,national-forest-system-trails-feature-layer-f51e8,E_BIKE_CLASS3_RESTRICTED,
385,national-forest-system-trails-feature-layer-f51e8.SHAPELEN,national-forest-system-trails-feature-layer-f51e8,SHAPELEN,
386,2023-annual-technology-baseline-atb-cost-and-performance-data-for-electricity-generation-t.Technology,2023-annual-technology-baseline-atb-cost-and-performance-data-for-electricity-generation-t,Technology,Energy.Electricity.Energy-Technology
387,2023-annual-technology-baseline-atb-cost-and-performance-data-for-electricity-generation-t.TechDetail,2023-annual-technology-baseline-atb-cost-and-performance-data-for-electricity-generation-t,TechDetail,Energy.Electricity.Energy-Technology.Renewable-Technology
388,2023-annual-technology-baseline-atb-cost-and-performance-data-for-electricity-generation-t.Metric,2023-annual-technology-baseline-atb-cost-and-performance-data-for-electricity-generation-t,Metric,Energy.Electricity.Power
